method,method_label,candidate_budget,metric,equal_direction_group_macro_mean,group_clustered_bootstrap_ci95_low,group_clustered_bootstrap_ci95_high,n_query_groups,cluster_semantics
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,robust_full_k_success,0.5499999999999999,0.495,0.6152499999999999,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,proximity,0.10481941165696634,0.09758852364415614,0.11233810907442796,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,sparsity,0.6239770155293672,0.5981279911880766,0.6426065894271731,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,group_sparsity,0.6239770155293672,0.5985427586215836,0.6457162242930021,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,diversity,0.06599052480162144,0.06251040832023201,0.06917968692030205,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,plausibility,0.34778934265427575,0.3303745331476704,0.35756823979082586,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,plausibility_distance,0.34778934265427575,0.33532559331582174,0.36005563011324326,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,plausibility_inlier_rate,0.5583799925345279,0.510582773422919,0.6196487728630087,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,target_data_support,0.5343991628006186,0.5194156634938409,0.5473530868394392,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,local_surrogate_fidelity,0.9128081471258287,0.9033178520152758,0.9227089415543916,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,fidelity,0.9128081471258287,0.9042925864091201,0.9216900151694721,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,changed_set_dice,0.9907244732095132,0.9894288159446158,0.9918087500426571,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,constraint_validity,1.0,1.0,1.0,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,mean_target_logit_margin,0.37071554544241003,0.3370570905701636,0.39244044474777134,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,generation_time_to_k_or_cap_seconds,0.25594656029503315,0.24391971686852854,0.26528006998803993,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,candidate_evaluations,1024.0,1024.0,1024.0,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,1024,rounds_used,8.0,8.0,8.0,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,valid_cfe_yield_at_k,0.0045000000000000005,0.002,0.007262499999999996,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,coverage_at_1,0.045,0.025,0.07500000000000001,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,full_k_success,0.0,0.0,0.0,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,robust_completeness_at_k,0.0045000000000000005,0.002,0.007262499999999996,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,robust_full_k_success,0.0,0.0,0.0,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,proximity,0.016187596522892516,0.01273654849695352,0.020324789804484066,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,sparsity,0.7314814814814815,0.6851851851851851,0.7641203703703703,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,group_sparsity,0.7314814814814815,0.6851851851851851,0.7777777777777778,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,diversity,0.0,0.0,0.0,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,plausibility,0.22843229236438506,0.1910567858233666,0.2720953266719795,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,plausibility_distance,0.22843229236438506,0.18750485225334726,0.2601834053631839,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,plausibility_inlier_rate,0.9166666666666667,0.75,1.0,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,target_data_support,0.4333333333333333,0.34125,0.5087499999999998,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,local_surrogate_fidelity,1.0,1.0,1.0,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,fidelity,1.0,1.0,1.0,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,changed_set_dice,0.9659722222222222,0.9291666666666667,0.9895833333333333,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,constraint_validity,1.0,1.0,1.0,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,mean_target_logit_margin,0.23710867762565613,0.19667690334220725,0.2786820009350776,200,unique factual feature group
dice_gradient_style,Custom DiCE-style gradient,128,generation_time_to_k_or_cap_seconds,0.02034997050498987,0.020225678678457596,0.020483757267518058,200,unique factual feature group
