direction,method,method_family,cfe_logit,plaintext_logit_recomputed,he_logit,abs_logit_error,label_agreement
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,-0.1122134923934936,-0.1122134579166656,-0.11293401112497371,0.0007205532083081195,True
disease_to_no_disease,uniform_random,Baseline,-0.1122850775718689,-0.11228506370291019,-0.1118850477398609,0.00040001596304929665,True
disease_to_no_disease,uniform_random,Baseline,-0.1122987866401672,-0.11229874194599848,-0.11187774046890261,0.000421001477095867,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,-0.1123336255550384,-0.11233364090243336,-0.11296532194043601,0.0006316810380026516,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,-0.1123807728290557,-0.112380698581236,-0.11282352132354355,0.00044282274230754426,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,-0.1123927533626556,-0.11239265433772894,-0.1120134029434297,0.00037925139429924315,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,-0.1124288737773895,-0.11242883082755983,-0.11271511608143799,0.00028628525387815185,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,-0.112455278635025,-0.1124550714614323,-0.11289766596488592,0.0004425945034536166,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,0.1124739721417427,0.11247395726706536,0.11278037550695243,0.0003064182398870713,True
disease_to_no_disease,uniform_random,Baseline,-0.1124893128871917,-0.1124892630199743,-0.1126339333563229,0.0001446703363485874,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,-0.1124917268753051,-0.11249170511527357,-0.11204664669586481,0.0004450584194087559,True
disease_to_no_disease,wachter_style,Baseline,-0.1125190258026123,-0.11251903754114789,-0.11191932286713009,0.0005997146740178011,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,-0.1126081645488739,-0.11260818439120829,-0.11208971641097652,0.0005184679802317654,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,-0.1126416027545929,-0.11264154128053083,-0.11245156897120083,0.00018997230933000264,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,-0.1126416027545929,-0.11264154128053083,-0.11250308915352762,0.00013845212700321075,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,-0.1126416027545929,-0.11264154128053083,-0.11242742980263513,0.00021411147789569818,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,-0.1126416027545929,-0.11264154128053083,-0.11242373835147286,0.0002178029290579725,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,-0.1126416027545929,-0.11264154128053083,-0.1124517431832819,0.00018979809724893604,True
no_disease_to_disease,uniform_random,Baseline,0.112653762102127,0.11265366137377802,0.11380608706224064,0.0011524256884626188,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,-0.1126562654972076,-0.11265623711453299,-0.11272006241975878,6.382530522579255e-05,True
no_disease_to_disease,uniform_random,Baseline,0.1126956492662429,0.11269570633689324,0.11322318131314889,0.0005274749762556458,True
disease_to_no_disease,uniform_random,Baseline,-0.1127263605594635,-0.11272638881591229,-0.11296569957993473,0.00023931076402243512,True
disease_to_no_disease,uniform_random,Baseline,-0.1127615869045257,-0.11276154486251627,-0.11247120804057392,0.00029033682194234967,True
disease_to_no_disease,uniform_random,Baseline,-0.1127663850784301,-0.11276632890601229,-0.11277852194123573,1.2193035223442839e-05,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,-0.1127777993679046,-0.11277778181545489,-0.11338836020842806,0.0006105783929731684,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,0.1127877682447433,0.11278781488345946,0.11369029008631498,0.0009024752028555239,True
no_disease_to_disease,uniform_random,Baseline,0.1127932593226432,0.11279333124813394,0.11349102112775487,0.000697689879620933,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,0.1128990873694419,0.11289910680937737,0.11312671648700331,0.00022760967762594508,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,0.1129418313503265,0.11294188316877943,0.11334417538777462,0.0004022922189951955,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,0.1129418313503265,0.11294188316877943,0.1133608674810274,0.0004189843122479747,True
disease_to_no_disease,uniform_random,Baseline,-0.112992525100708,-0.11299249913452669,-0.11309969792414348,0.00010719878961679141,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,-0.1130687892436981,-0.11306869496262578,-0.11337936120496901,0.0003106662423432299,True
disease_to_no_disease,genetic_cfe,Baseline,-0.113083004951477,-0.11308299507377106,-0.11286528590260601,0.00021770917116505084,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,-0.1131055653095245,-0.11310553043015342,-0.11316637199500841,6.084156485498815e-05,True
disease_to_no_disease,genetic_cfe,Baseline,-0.1131161153316497,-0.11311614243055146,-0.11313058840771907,1.4445977167612534e-05,True
disease_to_no_disease,genetic_cfe,Baseline,-0.1131233274936676,-0.11312329756080697,-0.11333658457586965,0.00021328701506267977,True
disease_to_no_disease,uniform_random,Baseline,-0.1131632030010223,-0.11316322203780105,-0.11304657757499485,0.00011664446280619523,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,0.1131632328033447,0.11316331883730608,0.11391136806880844,0.0007480492315023596,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,0.1131632328033447,0.11316331883730608,0.11386500122366153,0.0007016823863554428,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,0.1131632328033447,0.11316331883730608,0.11395846614734974,0.0007951473100436535,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,0.1131632328033447,0.11316331883730608,0.1139261389544137,0.0007628201171076127,True
disease_to_no_disease,genetic_cfe,Baseline,-0.1131715476512909,-0.11317149611440214,-0.11290738492250545,0.0002641111918966904,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,-0.1131915748119354,-0.11319162599466293,-0.1128185129739415,0.00037311302072141894,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,-0.1131915748119354,-0.11319162599466293,-0.11277577717816058,0.0004158488165023483,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,-0.1131915748119354,-0.11319162599466293,-0.11273570114834264,0.00045592484632028807,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,-0.1131915748119354,-0.11319162599466293,-0.11274131689708304,0.0004503090975798846,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,-0.1131915748119354,-0.11319162599466293,-0.11273557594141437,0.00045605005324855785,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,0.1131991297006607,0.11319902742842067,0.11371292095062945,0.0005138935222087776,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,-0.1132049858570098,-0.11320499103646109,-0.11313968572730829,6.53053091528022e-05,True
